summary,reviewText,overall,sentiment,enhanced_rating
Five Stars,best caulk,5,1.0,4.72
Good Caulk,"Haven't had the time to use this Caulk, but I think it will be the answer to my leaky window problem.  JB",3,0.7,3.511109444444444
mislabeled color,"I have used this brand for years, but this time when I ordered two CLEAR, I recieved two WHITE, it says clear on the tube but they are very white. very disappointing, I am using it to glaze cabinet glass, white will not work.",1,-0.09666666666666666,1.9339598717948718
great caulk,great product. works as described,5,0.8,4.8
Works fine.,What's there to say? It is a vacuum hose attachment. It works and there are no moving parts to break. Does that work?,5,0.20416666666666666,4.257916666666667
Great folks to deal with,Worked as advertised. Great folks to deal with,5,0.8,4.6154166666666665
Fair Deal,just a stock brush..........good price,4,0.7,4.2675
Does the job,As advertised,4,0.0,3.44
Cut a small slanting tip off the tube and this will work great. Use Youtube if you are inexperienced with caulking ...,"Buy a caulk gun and use these larger tubes over the small ones - this will go much further for the $!  We use this type of caulk for doing windows, caulking between wood, etc.  This is NOT for bathrooms!  Cut a small slanting tip off the tube and this will work great.  Use Youtube if you are inexperienced with caulking - very easy and it makes a huge different for window seals and bathrooms!  We sealed some walls of a room that someone had built in our barn.  Worked great for keeping the dust out!",5,0.20102564102564102,4.107111111111111
Five Stars,Great item.,5,0.8,4.79375
Great caulk,"I was worried when this came out white, but thankfully it dried clear. Works good. Great company.",5,0.3666666666666667,4.208666666666667
Five Stars,good,5,0.7,4.562
Good caulk,Worked great in my bathroom project.,5,0.75,4.771
Great soft and easily removable,Great soft and easily removable.  I used it to seal up gaps around the frame of window screens.  It comes off easily so I can remove them if needed.,5,0.44285714285714295,4.039666666666667
Good brush.,Well-made.,5,0.7,4.364494047619047
Five Stars,"Best value, quick ship.",5,0.6666666666666666,4.77
Good product,"Wish the bristles were a little fuller, but overall good product for the price...",4,0.303125,4.08
A little disappointed with the price,A little disappointed with the price. I don't see any reason this small piece of plastic should cost 8 dollars. I was also expecting higher quality for the money.,4,-0.3125,3.8625
Four Stars,works ok for its purpose,4,0.5,3.8200000000000003
great for filling gaps in odd places,I dug 3k sqft of baseboard out from between a textured wall and travertine tile. this stuff enabled me to fill the crevace left behind and then seal the gaps when the baseboards were replaced. I love this stuff.,5,0.14666666666666667,4.6866666666666665
ok,It's fine.,3,0.45833333333333337,3.38
Five Stars,GREAT PRODUCT.,5,0.8,4.8
It Is What It Is,"I would have given it four stars simply because it is a functional brush attachment for my Shop-Vac, but I now have a Kenmore Canister Vacuum Dusting Brush Sold by: GoVacuum which turns out not to fit my Kenmore Canister Vac, but does fit  my Shop-Vac and is much nicer than the  Shop-vac 906. Since the latter brush is not worth returning, I will keep it as a back-up in case something awful happens to the Kenmore Canister brush, but I would not buy another Shop-Vac 906. If you are looking for a brush attachment for your 1 1/4 inch shop vac, check out the Kenmore Canister brush before you buy this one.",3,-0.019791666666666666,3.3839814814814817
easy to use,easy to use;works well;suggest purchasing a cap for the tube in case you don't use it all at once to keep it from drying out,5,0.43333333333333335,4.410666666666667
always liked dap,"I always trust the brand, and this at a couple dollars each it was a sweet deal. It works just as it should.",5,0.475,4.402628205128205
Cheap and works great,This is half the price of the hardware store and does exactly the same thing. I needed one but I bought 5 because you will never see that price again!! Get it NOW!!,5,0.2566666666666667,4.4905952380952385
it's OK,Thin row of limber bristles... but that's about all you can get any more. Not like they used to be.,3,0.19999999999999998,3.317460317460317
Five Stars,Works for me!,5,0.0,3.94
"A good product for the money for your Shop-vac,,,","This is a good attachment product for your Shop-vac,,, I would have given it a 5 star, but some of the brush fibers come out with use,,,",4,0.7,3.4746064814814814
Same As Original,"I was going to buy this brush vac at HD but I thought $9 was outrageous for something so simple and cheap to make.  So, I bought two here and if the shipping is included you wind up paying about $3.50 per brush.  Since they don't last for ever having an extra is good. I can't see any difference in quality with the one that came with my Shop Vac.  I use them to suck up sanding dust before finishing furniture and wooden bowls-they work fine.",5,0.08916666666666666,4.060023148148148
I use this every day when I clean out my ...,"I use this every day when I clean out my pellet stove, really knocks down the ash from door window and sides of stove.",5,0.19444444444444445,4.308333333333334
Four Stars,Fits and works well.,4,0.0,3.385
helpfull part,i give this 5 star .. about my self i need this part to use it in car or windows or sofa,5,0.0,3.6133333333333333
Good for plaster dust,I bought it to be able to pick up plaster dust without plugging up the regular filter.  Works well for the purpose.,4,0.39999999999999997,3.6736887445887447
"Works well, particularly when vacuuming up very fine particles such as drywall dust.","This is a review of the Shop-Vac 9067200 10-14-Gallon High Efficiency Disposable Collection Filter Bag, 2-Pack.

Darn these are expensive. I go through these bags pretty quickly because I've been doing a condo reno and am busting out a lot of drywall. It's the kind of fine dust that will ruin a shop vac if you don't have sufficient filters. This does the trick and installs easily. Keeps the shop-vac from spewing out dust as fast as I am sucking it in. Without this filter, sucking up drywall dust is a lost cause.",5,0.23651515151515154,4.066322222222222
Five Stars,works as advertised,5,0.0,3.76
Five Stars,Fit exactly and work great at a good price.,5,0.5375000000000001,4.48
Great bags,The usual high quality from Shop-Vac.,5,0.2366666666666667,4.217228549228549
"Pricey, but they do work","Dry wall dust will not escape these. Cleaned an entire new house after the drywall finishers left and went through four of these bags, but the inside of my shop vac showed very little evidence.",5,-0.03481060606060606,4.183321262071262
If it's adusty job you need this.,This is a very important accessory and really helps when you have a dusty job. They hold a lot and do not typically plug up until completely full.,5,0.15066666666666664,4.22
great vacuum bag,"I use these in my Rigid and WAP vacuum cleaners.  They are far superior to Rigid's bag, definitely worth the extra cost.",5,0.2690476190476191,3.8510521817363923
Great bag for fine drywall dust!,"Great bag for fine dust, I have used these for several years now.  They are a little expensive but worth the cost.  I use these with Shop-Vac's Ultra Web Cartridge just to catch any remaining dust.  I am confident in using this combination for sanding drywall in my finished house with little to no release of any additional drywall dust.",5,0.24625,4.112079797979798
Three Stars,Very good.,3,0.9099999999999999,3.5620000000000003
Replacement bags for my Shop-Vac 9633400,"I picked these bags up to add to my Shop-Vac 9633400 ordered here on Amazon.  When I first got my vacuum I used it heavily after some big project work.  Everything got dirty and clogged after the big clean-up, so now I've got a new filter with bags to keep things clean for more normal usage.

These bags fit perfect, and work exactly as expected.",5,0.14574592074592074,4.083507936507937
Nice,Works great at a good price,5,0.6999999999999998,4.691666666666666
Highly recommended.,"These work as advertised.  If you are working with drywall, or cement / mortar, the fine dust you'll be vacuuming up, will clog your circular paper filter and cause your Shop-vac motor to burn up.  You must use these bags, or remove and clean your circular paper filter very often.  I got tired of the later and purchased these bags.  Never been happier.

Highly recommended.",4,0.12904761904761905,3.653111738261738
"Used these bags in a 16 gallon, 4hp shop-vac ...","Used these bags in a 16 gallon, 4hp shop-vac to clean ash out of a burn pit and a fireplace. These bags are what I use to clean out fireplace ash at the end of a season or when the fireplace has been sitting for a couple of days and there's no way to pick up a hot ember.",5,0.3277777777777778,4.215788073038073
Does a wonderful job,"If you do any vacuuming this is the way to go. The bags aren't cheap but they hold a lot of dust preventing clogging of the cartridge filter. Prior to using these I'd have to clean the filter several times a day and get dust and grit all over myself. With the bags, do go several days of sanding and cleanup before the bag needs replacement and the cartridge filter is relatively clean. Don't get any dirt on you when you remove the bag.",5,0.30476190476190473,4.069295887445888
Bag and Go,Keeps the inside of your Shop Vac nice and clean. Do I have to tell you that you can't use these paper bags when doing wet clean-ups?,5,0.2888888888888889,4.173234654234655
Four Stars,Fits my 12 gallon 6.5hp shop vac,4,0.0,3.401
Great Fit,Great fit and they work very well.,5,0.52,4.389333333333333
Neater and Handier Way to use Your Shop Vac.,"I use these to line my shop vacs now for all purposes except when picking up water.  The internal bag contains the junk you pick up and keeps the dust down from the exhaust. I used to dread the day I had to empty the old shop vac. Generally there was all sorts of crud in there and there was no way to clean it out without getting dust everywhere. Now I just pull out the bag and toss it in the trash.
  These particular bags fit pretty well at a good price.",5,0.17777777777777778,4.215527389277389
Thanks,These work fantastic for sanding drywall!,5,0.35,4.42
Good fit for my machine.,Fit perfectly in my old Dayton Wet Vac.,5,0.3,4.49
ShopVac high efficiency bags,"These bags are original ShopVac brand.  They work extremely well when vacuuming small particulates (drywall dust, fireplace ash, etc.) and are the same bags as the big box stores but at a much cheaper price.",5,0.051428571428571435,4.1825341047841045
Great bags,"Bought the two pack for my Craftsman  XSP 12 Gallon 5.5 Peak HP Wet/Dry Vac  Model 12006.  I'm using the standard white/red stripe filter.

I needed to sand a couple rooms worth of drywall/joint compound.  I tried sanding with my Dewalt Sander with the vacuum attachment.  The shop vac was shooting out the exhaust a fine dust cloud.  Basically, the standard filter is not enough to stop all drywall dust.  And, after a short while, it totally clogs the standard filter.  However, when used with these bags, you basically get no dust shooting out the shop vac.  And, your standard filter stays clean.  Highly recommend for doing drywall or other fine dust collection application.  Clean up is a snap.  Simply take the bag out and toss in the trash.  Without the bag, its a big dusty mess.",5,0.10591666666666669,4.143314935064935
"A Quality Vacuum Bag, Ugly Yellow Color","Any old bag will do, until a cheap one breaks apart as you're trying to change it. When it comes to vacuum bags, you usually get what you pay for. Although these are not the cheapest I could use in my Shop-Vac, they're durability makes them worth the extra couple bucks.

For those who don't know, you should never use a vacuum bag with your Shop-Vac if you intend to suck up liquids. Moisture will turn any vacuum bag to pulp. Refer to the manual for instructions on how to configure your Shop-Vac for wet cleanups.

I can't think of anything I would change about these bags, except maybe the color. Why do they have to be yellow?",5,-0.021794871794871787,4.237283882783883
Four Stars,Have only used one so far but fit and function seem to be spot on for my unit.,4,0.16666666666666666,3.6189999999999998
Great bags,This bags are kind of expensive but they trap fine dust and particles so you don't end up breathing them in. I only use about 2 bags a year so they aren't a major expense in spite of their price.,5,0.2298611111111111,4.146847596847596
Dust Killer,I like the idea of dust free handling of dirt and dust.  You can open the end of the bag dump the contents and stapple the bag back closed.  Have gotten three to four uses on reusing the bag before tossing it.,5,0.07500000000000001,4.19456746031746
Only way to go for dusty pickup.,I wish I had known about these from the beginning. Even works for graphite with no mess. Just toss the bag when full and you are done.,5,0.009374999999999994,3.9790277777777776
A shop-vac necessity,"We buy these high-efficiency bags for our aging shop vac, because they work the best.  They collect every bit of dust, dirt, debris and fuzz and protect the filter from getting dirty too quickly, and the motor from damage.

We don't bother using less expensive ""regular"" bags, since these are large capacity and not that expensive ($6 each)",5,-0.027380952380952367,4.235313325563325
Vacuum saver.,"I bought this for a&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Vacmaster-VBV1210-Detachable-Blower-Wet-Dry-Vacuum-12-Gallon-5-Peak-HP/dp/B0023EY052/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Vacmaster VBV1210 Detachable Blower Wet/Dry Vacuum, 12 Gallon, 5 Peak HP</a>&nbsp;with a&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Vacmaster-VCFH-Hepa-Fine-Dust-Cartridge-Vacuum-Filter-Retai/dp/B002MUAGEQ/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Vacmaster VCFH Hepa Fine Dust Cartridge Vacuum Filter & Retai</a>

What can I say - if you hate cleaning the junk you vacuumed, and if you like keeping your tools clean: buy this. I know it is somewhat expensive, but it is all worth it. They hold great, they don't tear, and they are big. Try it - you probably won't go back to no-bag vacuuming.",5,0.05075757575757576,3.8716216016316007
Four Stars,good,4,0.7,4.062
Five Stars,WORKS GREAT,5,0.8,4.84
Five Stars,Work great,5,0.8,4.3
Five Stars,AWESOME nails just like you buy it at your local stores.,5,0.5,4.203888888888889
These work great with little to no jams,These work great with little to no jams.  But get a much bigger box than you think you'll need.  You'll save more in the long run.,5,0.2392857142857143,4.546666666666667
Works perfectly great price,Outstanding!,5,0.7125,4.7476666666666665
Five Stars,Gtrat product,5,0.0,4.640000000000001
Great nails,I have bought nails at the big box store and the plastic strips ALWAYS are poor quality and I get misfeeds.  These have never caused a problem.......about 5 boxes through my Hitachi so far a NO issues.......,5,0.125,4.23
A box of nails,Not sure how you rate a box of nails! You open the box and there they are. They fit my nail gun and they come out when I pull the trigger.,5,0.029166666666666674,4.039977272727272
nails,"I would reccomd these nails for anybody who owns a nial gun to use on thier next project, buy now.",5,0.0,4.38125
Five Stars,WORKS GREAT,5,0.8,4.84
Nice price,Good product,5,0.6499999999999999,4.58
Five Stars,what can I say nails,5,0.0,4.2
Five Stars,Excellent.,5,1.0,5.0
Five Stars,great item but the gun was a POS had to returned the nails,5,0.8,4.26125
Five Stars,gr8,5,0.0,4.0
Buy the big box.,Just make sure you have a lot more than you need.,5,0.3333333333333333,4.048958333333333
Five Stars,These work great in my Bostitch F21PL Round head nailer.  I have bought several boxes of them.,5,0.20000000000000004,4.803333333333333
Four Stars,"good product, but a bit pricey.",4,0.7,3.8725
Five Stars,Good product,5,0.7,4.640000000000001
Five Stars,Good job,5,0.7,4.23
Overpriced,$17 per 500 box?  Overpriced!,1,0.0,2.1195497835497834
Great nails,I have bought nails at the big box store and the plastic strips ALWAYS are poor quality and I get misfeeds.  These have never caused a problem.......about 5 boxes through my Hitachi so far a NO issues.......,5,0.125,4.23
B&C Eagle Round Head 2-3/8-Inch x .113 x 22 Degree Bright Framing Nails,"I've found these B&C Eagle full round head nails to be decent. They worked fine with my Porter Cable FR350 framing nailer. These nails came in a 500-count box and were more expensive per stick than buying in bulk, but I don't use bright 2-3/8"" framing nails that often so didn't want a pile of them hanging around after the job was done.",4,0.2148148148148148,3.5527748917748916
High quality nails. They don't jam or stick. I like the rack you can get different lengths from the same manufacture,Not a jam at all. High quality nails. They don't jam or stick. I like the rack you can get different lengths from the same manufacture,5,0.05333333333333334,4.292
A box of nails,"You open the box and there they are! I loaded them into the nail gun, pulled the trigger and they came out.",5,0.0,4.125810606060606
Nails,"As long as these are the correct thickness and angle for your nailer, you should have no problems. I had only one misfire and I think it was my own fault.",4,0.0875,3.036833333333333
Nails for the Gun!,"This box of 500 nails are ideal for the DIY'er.  You go to the big box store and they have them in 2500 or 5000.........okay for the contractor but way too many for around the house.  This way I have a good assortment of the nails that can be used in my gun - without breaking my wallet.  Sometimes when you can't find the nail you need at Amazon, check out the Home Depot that has tool rental - you can get them there in small amounts....they don't gouge you either!  These nails are quality nails and I recommend them without reservation, my gun has never jammed or had a malfunction.",5,0.30624999999999997,4.148727272727273
These are awesome!!,"These are awesome!!!!!!! After scratching up my wood floors by using subpar stick on pads (that would just collect dog and cat hair and ultimate fall off).. These are very secure. Now.. If they wear out, how will it come out and will a new one go in without slipping out of the existing hole. I don't know.  But I do know that they allow the furniture, dining room chairs and table to slide without complaint and WITHOUT SCRATCHING YAY!! :)",5,0.3234517045454545,4.663392857142857
A-1,"The product is good solid,and sturdy. Good company,knowledgeable,and helpful people.",5,0.7,4.38
Five Stars,"delivered promptly, performs as advertised",5,0.0,3.94
DEWALT Grinding Wheel,"These are great for any demolition or cleanup work you need to do. Priced competetivley here on Amazon, they give you exactly what you ask of your tools. They go to work and don't let you down. Have used them for several projects and they hold up to a beating.",4,0.22361111111111112,3.6914444444444445
"Easy to change, embedded mesh & rugged","I bought 2 of the dewalt brand cutting/gringing wheels - the 1/8 for a narrow kerf and where I was mainly going to cut, plus the 1/4 for surface finishing or post welding touch up.

You need to hand tighten these with the arbor lock button pressed pretty good or they will spin themselvs off when the trigger is released due to the weight and inertia.  There is no locking system used on these since they have embedded screw threads that mate with the arbor.

The embedded mesh lets you do face work even with withe 1/8"" blade, so it's sort of a do-all, but for work where I want to bear down on it I bought the 1/4""

The dewalt quality is definitely here in these cutting surfaces, from the threadded screw-on convenience to the mesh in the compound to protect against breakage.",5,0.052160493827160495,3.91342151675485
Five Stars,Works as advertised.,5,0.0,3.76
Good product. If you have a lot of grinding ...,"Good product. If you have a lot of grinding that needs to be accomplished, buy several. They will wear out very quickly but they are cheap so buy several.",3,0.3476190476190476,3.5620000000000003
great price,works fine,5,0.6083333333333334,4.363333333333333
Great quality,Typical DeWalt high quality.  Works very well,5,0.24833333333333335,4.420444444444445
Slices Right Through Bricks and Concrete,"<div id=""video-block-R1R0UOWWZ8JCJQ"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/C1LhXuIckqS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/71ehSEIaPlS.png"" class=""video-slate-img-url"">&nbsp;At this low cost, I bought six of these just so I'll have back-ups. As you can see in my video, it makes very quick work of concrete and is a bit slower going through dense brick. But it will definitely cut through any masonry and is very good for cleaning out old joint work.

A few safety tips, as I mention in my video, when cutting masonry:

 I always wear good eye protection when cutting with my grinder, as dust and bits of rock will really fly around!
 A dust mask or respirator is also key, as the dust masonry cutting puts off is pretty impressive.
 Gloves are also key, just because of all the flying rock and dust
 Note that some people run their grinders without the guard on when cutting masonry, but I prefer to keep that safety guard on their and just cut on the front 1/2 of the wheel

I've used DeWalt products for many years now, and totally swear by the quality of their tools. This masonry cutting wheel is no exception -- you can do quite a lot of cutting with this wheel before having to install a new one.

.................
This product was NOT given to me as part of any promotion. I bought it after doing some comparison shopping and this review is entirely the result of my own opinions and use of the product.",5,0.07435992578849719,4.1385956790123455
Five Stars,"Seems fine, haven't used yet.",5,0.4166666666666667,4.35
Four Stars,fits well,4,0.0,3.385
1/4 wheel is better for surface grinding,"I bought 2 of the dewalt brand cutting/gringing wheels - the 1/8 for a narrow kerf and where I was mainly going to cut, plus the 1/4 for surface finishing or post welding touch up.

You need to hand tighten these with the arbor lock button pressed pretty good or they will spin themselvs off when the trigger is released due to the weight and inertia.  There is no locking system used on these since they have embedded screw threads that mate with the arbor.

The embedded mesh lets you do face work even with withe 1/8"" blade, so it's sort of a do-all, but for work where I want to bear down on it I bought the 1/4""

The dewalt quality is definitely here in these cutting surfaces, from the threadded screw-on convenience to the mesh in the compound to protect against breakage.",5,0.05956790123456787,3.9551543209876545
Good price too,These are quality wheels. Good price too.,4,0.7,4.08
Five Stars,Good,5,0.7,4.562
Great,Worked Great on my Dewalt angle Grinder,5,0.8,4.660666666666667
Highly recommend.,Bought it to get rid of the sharpness from some pieces of metal and did not regret it. It worked perfectly. The surfaces were smoothed out with no issues of getting cut. Highly recommend.,5,0.43999999999999995,4.1956
Five Stars,Worked great,5,0.8,4.621428571428572
Five Stars,Worked great,5,0.8,4.621428571428572
Not the right size for my grinder,"I bought these to go with our Makita grinder, which by all purposes, looked like they should fit.  However, once we took them out of the box and tried to use them, it was obvious that they wouldn't fit my grinder.  They looked like they would work adequately, but perhaps I should have researched them a bit more before purchasing them.",3,0.31984126984126987,3.6346666666666665
Four Stars,OK,4,0.5,3.88
Perfect for my needs,Typical DeWalt high quality,5,0.33111111111111113,4.443888888888889
Top quality and great price...,Solid Dewalt product.  The unit is incredibly strong and rigid making it impossible to believe it would not apply pressure evenly.  It is top quality as I expect and the Dewalt genuine name is unquestionable.  Love these Dewalt products.  I buy them whenever I get the chance.,5,0.30833333333333335,4.128757575757575
OEM is best,cut my oil tank in half,5,0.4166666666666667,4.618222222222222
Good cut-off wheel,Is as expected. Cuts like a dream and lasts as long as any.,5,0.18333333333333332,4.0633333333333335
Four Stars,very good grinding wheel.,4,0.9099999999999999,3.4576587301587303
Five Stars,Works,5,0.0,3.94
Three Stars,works ok do not last long as some others,3,0.15,3.3200000000000003
Good product,On time and as advertised,4,0.7,3.62
great product.,"Slow shipping, great product.",3,0.43333333333333335,3.76
Five Stars,Great product,5,0.8,4.8
I thought it was flexible like a flapper,"Very stiff, I thought it was flexible like a flapper. This cuts metal.",4,-0.2785714285714286,3.416910052910053
Five Stars,Fast ship great product Thanks,5,0.39999999999999997,4.46
Five Stars,works good,5,0.7,4.76
Five Stars,Does the job.,5,0.0,4.16
Four Stars,DEWALT ANYTHING IS GOOD,4,0.7,4.164
Top quality disks for your angle grinder,"These do the job and last a long time.  No complaits, the quality of DeWalt comes through again.",5,0.15,4.348166666666667
Five Stars,nice,5,0.6,4.672
Nice strong discs,Have only used once but these are some tough discs.,5,0.1611111111111111,4.163333333333333
Five Stars,As expected,5,-0.1,3.9349999999999996
"As long as they make them, I will continue to buy them.",Quality metal grinding wheel.  Makes short work of rusted or corroded fasteners.  I repair equipment that usually suffers from moisture damage and this wheel eats right through the rust.,4,-0.09107142857142858,3.8176349206349207
worked awesome and didn't have any issues,"Used to shave down jagged edges on a metal/iron gate, worked awesome and didn't have any issues.",5,0.6148148148148148,4.34
Out lasts the generic many times over.,I've used no name cheap disks.  The Dewalt disks last four times longer! although the May not cut as quickly.,5,0.24666666666666667,4.363333333333333
DEWALT DW4523 4-1/2-Inch by 1/4-Inch by 5/8-Inch General Purpose Metal,Great for grinding sheet metal on auto body work and also chassis.  Last longer than I had expected.  This is the threaded screw on type grinding wheel which makes for fast and easy changing of disk.,5,0.2305555555555556,4.142730158730158
Five Stars,gift,5,0.0,4.0
Five Stars,It's a grinding wheel. performs as stated and works with my little grinder quite well.,5,-0.1875,4.516924242424242
Five Stars,Very happy with purchase.,5,1.0,4.84
Worth the money,I have always had good lock with these cutoff disks.  The last a long time and cot through most metals.,5,0.29,4.357759259259259
Five Stars,Great! Thanks!,5,0.625,4.365
Five Stars,"Worked great, nice having  bigger vac attachments",5,0.4666666666666666,4.68
"Qualty, lasts a long time","Quality wheel, most DeWalt stuff is good!",5,0.44166666666666665,4.256666666666667
Happy vac,"I don't get the negative reviews...  It was as described and works great!  I have the wall mounted vac with 20 foot hose.  It is a love hate relationship, works great at that length for dust and light debris.  However it cloggs with any significant amount of material,  this hose solved that problem.",5,0.346875,4.069654521404521
Good Quality,"It's hard to draw that fine line of where the ol' Black & Decker reputation ended and the quality of DeWalt begins. So far I've never been disappointed with anything I've purchased with the DeWalt name on it, including this product. I know that I pay more for schtuff with the DeWalt name on it, but in the long run it's usually money well spent when compared to other products.",5,-0.0015151515151515173,4.190727272727273
"Good tool, good quality, good price.","This is not a high end disk with a high price, but it does a great job for the money.  Dewalt has done an excellent job with their abrasive grinder disks.  They are well balanced, do not experinece excessive fast wear, and still do not break the bank.
Enjoy buying in confidence.",5,0.433,4.469333333333333
outstanding grinding wheel,never expected this grinding wheel to be so thick when it arrived.  didn't read the specs to well i guess but extremely happy with the performance of the product,5,0.2625,3.913269841269841
"Good product, good price","This product is well made, functions as described, fits or otherwise conforms to it's intended purpose, there were NO negative issues at all.",5,0.5166666666666666,4.58
Excellent Product,"DeWalt makes good blades.  Some will argue they are expensive, but in the long run they out last the competition.  Just be sure to follow to follow the safety instructions.  I recommend w/o reservations.",4,0.27499999999999997,3.8496969696969696
Great product,We seem to use a number of these restoring an old tractor. These have lasted the longest of any of the products we have tried.,5,0.45,4.430416666666666
DEWALT Grinding Wheel,"These are great for any demolition or cleanup work you need to do. Priced competetivley here on Amazon, they give you exactly what you ask of your tools. They go to work and don't let you down. Have used them for several projects and they hold up to a beating.",4,0.22361111111111112,3.6914444444444445
Works well,"Easy on, easy off. I haven't used it much yet but it seems to works well for its purpose. Good price too.",5,0.44166666666666665,4.384952380952381
Four Stars,work,4,0.0,3.7399999999999998
Two Stars,I returned it because it didn't fit.,2,0.4,3.004
Great upgrade for your shop vac,"Works great. It's a perfect fit for my 6 gallon shop vac. The larger diameter increases suction power compared to the 1 1/4"" diameter hose, and I can suck up bigger things without worrying about it getting plugged all the time.",5,0.5,3.9158136446886447
Five Stars,good quality product.,5,0.7,4.734999999999999
Five Stars,It work's great!,5,1.0,4.3
"High quality rubber like material, useful for odd size couplings","Ideal for odd sizes.  What I didn't realize is that this adapter is made from a rubber like compound, not the hard plastic used for almost all adapters.  It is conformable and you simply cut off (I used a hack saw) the portion you don't need.  I had an odd coupling between a Festool vacuum and a small Jet sander and this is the only way I could make the connection work.  The cut end is rough and I suppose I could use a sander or fine knife to trim the edge but it hasn't proven necessary.  Quality is good, material is conformable, highly recommended.",5,0.09291666666666666,4.484115740740741
must have,useful,5,0.3,4.300787878787879
Best option in many situations when mating vacuum hoses,"Not perfect but there are no real alternatives so I make these work. No standard sizes for vacuum hose fittings in the USA so these adapters are needed. Even with power tools the USA manufactures have 1"" ports and companies like Bosch us 30mm ports or 1.18 inches in outside diameter.

I tape them to the adapter hose with duct tape and it works for my purposes. Sometimes I have to use a bridging section of metal or plastic pipe. I make the best out of what is a bad situation. Not a big deal as I buy one of these when buying a new vacuum or power tool with a dust port. Add $10 to the cost of the tool or vacuum which is hardly a big deal.",3,0.08686868686868689,2.542533422717633
Five Stars,Works as expected. I don't have to move the vac as much now,5,0.05,3.84
Don't buy unless you like throwing your money in the trash.,"Crap.  Doesn't fit my shop vac hose and Amazon wouldn't take it back, so I literally bought it and threw it in the trash.",1,-0.13333333333333333,1.8398809523809523
Five Stars,works good,5,0.7,4.76
Good Deal,"It arrived in good time, works great & did not cost a lot. I do recommend this seller.",5,0.7333333333333334,4.746666666666666
This should come with the Shop-Vacs from the factory,"Having purchased an already expensive shop-vac that came with a tiny 1/2"" or 1"" hose I was already disgruntled about buying this. It works the way it should but my shop-vac has lost suction due to the increase in hose diameter and it doesn't work as great as it should. Needless to say I will be purchasing a Craftsman shop-vac down the road.",2,-0.08009259259259259,2.7456410256410253
Best Accessory Kit!,"This is an excellent accessory kit. I upgraded to the 2.5"" hose and attachments because my small hose would get clogged every easily. Now with the bigger hose nothing gets clogged anymore. I'm surprised at the increased amount of suction I'm getting with the bigger hose. You have to be careful not to suck up your tools because they will easily fit down the hose. If you have a powerful shop vac that is still using the 1 1/4"" hose, you are missing out on a lot of power.

I like getting two extensions with this kit. You can put them together with a utility nozzle and vacuum without having to be bent over. It's also great that this comes with a hose. Most places charge more than this kit for just the hose alone. The crevice tool is big and doesn't get clogged. It still can fit into a lot of small spaces.

I found this on amazon after looking at my local stores for some 2.5"" shop vac attachments. These accessories were about $9 plus tax each. The cheapest hose I found was $20 plus tax. This kit makes sense if your looking to upgrade to a 2.5"" hose and Amazon has a good price on it.",5,0.2461640211640212,3.852921717171717
Works perfectly with DEWALT D26451 after cutting off smallest tip,"I had originally purchased this for my DEWALT D26451 Orbital Sander. I first was trying to figure out in what ways I could get it to fit so at first I was disappointed because the smallest end would not fit, but the larger end would fit, but then when the other end was hooked up to the hose it simply was too small to slide on the ShopVac, what I did find though was that on the small end, simply by cutting off a single tier to the adaptor that the next notch up fit my DeWalt with a slight bit of modification. I give it 4 stars because after I cut the small end off it does exactly what I need it to, I took away a star because I had to modify it, but other than that, this thing worked beautfully for what I needed it for... so If you have a DEWALT D26451, THIS WILL WORK, but you will need to cut the smallest tip off using a razor and trip up the inside of the cup and need to stretch it slightly and after that it just slips on like a glove. Since I purchased this exclusively for use with my D26451 modification was not a big deal and especially since the modification was a simple and easy 2-minute fix.",4,0.007539682539682542,3.837214285714286
Shop-Vac Accessory Kit,This kit is a great way to get the most out of your shop-vac.  It includes all the attachments you need to clean up any mess.,5,0.3729166666666667,3.9301641737891737
Four Stars,A useful tool.,4,0.3,3.809111111111111
Selection of 4 sizes.,I used this to make an adapter for connecting my ShopVac to my Dewalt cutoff saw. I just cut  off the sections that I didn't need. Very easy to do.,5,0.5633333333333334,3.955771978021978
You can have mine for free,"This is a turd in the salad bar.  It does fit my Shop Vac straight extensions, but not my hose and not my tools.",1,0.3333333333333333,1.691646164021164
universal tool adapter,"Not very useful.  the sizes I need are not adaptable.
I have a output of 2"" dia. this connection does not fit
the output hose.",2,-0.10512820512820513,2.681899470899471
I got mine at HD,"This is truly a universal adapter. With different diameters you can easily cut it to size that fits your vac. It will adapt to shop vacs as well as household vacuum. I use it to attach to my Makita circular saw and hook it up to the Rigid 12 gallon shop vac, and it works beautifully.",5,0.255,3.676971052096052
